,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,Constellation,SvName
2558,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,10,0.0,16399,579280349784471,35,32.9,394.535888671875,0.6799999475479126,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.1,27.9,0.0,0.0,,,C,338476121913576,G,G10
2559,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,21,0.0,16399,579280353820712,27,34.1,-308.0473937988281,0.5839999914169312,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.1,29.1,0.0,0.0,,,C,338476121913576,G,G21
2560,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,27,0.0,16399,579280351827466,8,46.2,581.0964965820312,0.0317002534866333,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.1,41.2,0.0,0.0,,,C,338476121913576,G,G27
2561,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,28,0.0,16399,579280346670622,31,33.4,-472.4611206054688,0.6345000267028809,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.1,28.4,0.0,0.0,,,C,338476121913576,G,G28
2562,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,32,0.0,16399,579280354333729,21,36.0,292.8845520019531,6.346282482147217,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.1,31.0,0.0,0.0,,,C,338476121913576,G,G32
2586,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,03,0.0,81935,579280346082959,5,38.5,-468.6243896484375,0.05711478739976883,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.44,33.5,-7860.5283203125,4.982463359832764,,,Q,338476121913576,G,G03
2587,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,08,0.0,81935,579280355424032,5,38.5,219.72537231445312,0.0706147849559784,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.44,33.5,-7860.5283203125,4.982463359832764,,,Q,338476121913576,G,G08
2588,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,10,0.0,81935,579280349792305,18,25.6,397.9776916503906,1.1949999332427979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.44,20.6,-7860.5283203125,4.982463359832764,,,Q,338476121913576,G,G10
2589,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,28,0.0,81935,579280346678507,10,30.9,-462.4714050292969,1.6287157535552979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.44,25.9,-7860.5283203125,4.982463359832764,,,Q,338476121913576,G,G28
2590,1713027262426,332480420000000,18,0.0,-1396730000006042994,-0.6333169937133789,15.811954654054716,-14.651802627089623,10.362437917810894,8,32,0.0,81935,579280354341608,23,23.2,294.45379638671875,2.1125001907348633,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.44,18.2,-7860.5283203125,4.982463359832764,,,Q,338476121913576,G,G32
2600,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,02,0.0,16399,579281349782635,16,39.7,-468.90673828125,6.894977569580078,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,34.7,0.0,0.0,,,C,338477128307117,G,G02
2601,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,03,0.0,16399,579281346076694,7,47.4,-466.363037109375,0.0387054942548275,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,42.4,0.0,0.0,,,C,338477128307117,G,G03
2602,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,08,0.0,16399,579281355415467,12,42.9,220.9523162841797,0.5993785858154297,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,37.9,0.0,0.0,,,C,338477128307117,G,G08
2603,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,10,0.0,16399,579281349783105,24,35.2,394.535888671875,0.5399999618530273,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,30.200000000000003,0.0,0.0,,,C,338477128307117,G,G10
2604,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,21,0.0,16399,579281353821779,24,35.2,-306.6128234863281,6.37969446182251,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,30.200000000000003,0.0,0.0,,,C,338477128307117,G,G21
2605,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,27,0.0,16399,579281351825515,11,43.0,581.3758544921875,0.03369833901524544,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,38.0,0.0,0.0,,,C,338477128307117,G,G27
2606,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,28,0.0,16399,579281346672172,21,36.2,-466.07562255859375,6.929163455963135,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,31.200000000000003,0.0,0.0,,,C,338477128307117,G,G28
2607,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,32,0.0,16399,579281354332741,16,39.2,293.2044982910156,0.39250001311302185,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.34,34.2,0.0,0.0,,,C,338477128307117,G,G32
2634,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,03,0.0,81935,579281346084517,5,38.0,-466.4261779785156,0.05711478739976883,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,33.0,-7860.5283203125,4.983100414276123,,,Q,338477128307117,G,G03
2635,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,08,0.0,81935,579281355423295,5,37.1,220.8959808349609,0.07354531437158585,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,32.1,-7860.5283203125,4.983100414276123,,,Q,338477128307117,G,G08
2636,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,10,0.0,81935,579281349790966,11,29.3,398.1272277832031,2.471803903579712,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,24.3,-7860.5283203125,4.983100414276123,,,Q,338477128307117,G,G10
2637,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,27,0.0,81935,579281351833350,16,26.4,580.9951782226562,1.8880000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,21.4,-7860.5283203125,4.983100414276123,,,Q,338477128307117,G,G27
2638,1713027263426,332481420000000,18,0.0,-1396730000006043009,-0.8362267017364502,18.030190403806046,-15.213449176065113,11.330700166415163,8,28,0.0,81935,579281346680052,8,33.3,-463.8123474121094,0.8226691484451294,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,28.299999999999997,-7860.5283203125,4.983100414276123,,,Q,338477128307117,G,G28
2655,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,02,0.0,16399,579282349784173,9,45.4,-468.28216552734375,0.03530919551849365,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,40.4,0.0,0.0,,,C,338478123362274,G,G02
2656,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,03,0.0,16399,579282346078248,9,45.0,-464.9938354492188,0.039809197187423706,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,40.0,0.0,0.0,,,C,338478123362274,G,G03
2657,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,08,0.0,16399,579282355414723,11,43.3,221.29833984375,0.5985793471336365,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,38.3,0.0,0.0,,,C,338478123362274,G,G08
2658,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,10,0.0,16399,579282349781776,21,36.7,395.1364440917969,8.066425323486328,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,31.700000000000003,0.0,0.0,,,C,338478123362274,G,G10
2659,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,21,0.0,16399,579282353822850,14,40.5,-306.9313049316406,2.3170197010040283,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,35.5,0.0,0.0,,,C,338478123362274,G,G21
2660,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,27,0.0,16399,579282351823589,9,45.9,580.68505859375,0.032309193164110184,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,40.9,0.0,0.0,,,C,338478123362274,G,G27
2661,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,28,0.0,16399,579282346673764,19,37.3,-466.4285583496094,4.056375980377197,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,32.3,0.0,0.0,,,C,338478123362274,G,G28
2662,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,32,0.0,16399,579282354331787,21,36.1,291.051513671875,6.917163372039795,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.58,31.1,0.0,0.0,,,C,338478123362274,G,G32
2691,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,03,0.0,81935,579282346086071,7,34.9,-465.03460693359375,0.8634926080703735,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.07,29.9,-7860.5283203125,4.983737468719482,,,Q,338478123362274,G,G03
2692,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,08,0.0,81935,579282355422555,5,37.4,221.2433624267578,0.07354531437158585,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.07,32.4,-7860.5283203125,4.983737468719482,,,Q,338478123362274,G,G08
2693,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,10,0.0,81935,579282349789636,16,26.2,394.3209228515625,1.1049998998641968,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.07,21.2,-7860.5283203125,4.983737468719482,,,Q,338478123362274,G,G10
2694,1713027264426,332482420000000,18,0.0,-1396730000006043020,-0.0025439262390136,17.82969593477901,-13.70929707220899,11.486393482982423,8,28,0.0,81935,579282346681606,8,33.9,-466.5257263183594,1.5871533155441284,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.07,28.9,-7860.5283203125,4.983737468719482,,,Q,338478123362274,G,G28
2709,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,02,0.0,16399,579283349785732,7,47.0,-468.0102233886719,0.6050864458084106,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,42.0,0.0,0.0,,,C,338479123607169,G,G02
2710,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,03,0.0,16399,579283346079798,11,43.1,-464.29486083984375,0.04119833931326866,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,38.1,0.0,0.0,,,C,338479123607169,G,G03
2711,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,08,0.0,16399,579283355414004,11,43.1,221.4302215576172,0.0276983380317688,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,38.1,0.0,0.0,,,C,338479123607169,G,G08
2712,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,10,0.0,16399,579283349780500,35,32.8,392.4426574707031,0.6799999475479126,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,27.799999999999997,0.0,0.0,,,C,338479123607169,G,G10
2713,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,21,0.0,16399,579283353823857,11,43.3,-306.731201171875,0.6015793085098267,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,38.3,0.0,0.0,,,C,338479123607169,G,G21
2714,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,27,0.0,16399,579283351821665,10,44.5,580.1809692382812,1.745542049407959,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,39.5,0.0,0.0,,,C,338479123607169,G,G27
2715,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,28,0.0,16399,579283346675336,40,31.3,-469.0738830566406,0.7444999814033508,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,26.3,0.0,0.0,,,C,338479123607169,G,G28
2716,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,32,0.0,16399,579283354330802,16,39.8,290.7722473144531,2.3204293251037598,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.82,34.8,0.0,0.0,,,C,338479123607169,G,G32
2738,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,03,0.0,81935,579283346087619,7,34.3,-464.3477478027344,0.09900851547718048,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,29.299999999999997,-7860.529296875,4.984374046325684,,,Q,338479123607169,G,G03
2739,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,08,0.0,81935,579283355421817,6,36.6,221.35047912597656,0.8440688848495483,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,31.6,-7860.529296875,4.984374046325684,,,Q,338479123607169,G,G08
2740,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,10,0.0,81935,579283349788320,12,28.8,393.008544921875,0.9449999928474426,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,23.8,-7860.529296875,4.984374046325684,,,Q,338479123607169,G,G10
2741,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,27,0.0,81935,579283351829471,16,26.7,580.6893920898438,1.8880000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,21.7,-7860.529296875,4.984374046325684,,,Q,338479123607169,G,G27
2742,1713027265426,332483420000000,18,0.0,-1396730000006043038,-0.1298065185546875,15.31228372186888,-16.38268871003022,10.039418742017418,8,28,0.0,81935,579283346683166,6,35.4,-468.6020812988281,2.3478658199310303,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,30.4,-7860.529296875,4.984374046325684,,,Q,338479123607169,G,G28
2759,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,02,0.0,16399,579284349787296,11,43.1,-466.9581298828125,0.6075793504714966,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,38.1,0.0,0.0,,,C,338480127648054,G,G02
2760,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,03,0.0,16399,579284346081368,16,39.0,-463.8739929199219,0.619786262512207,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,34.0,0.0,0.0,,,C,338480127648054,G,G03
2761,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,08,0.0,16399,579284355413237,9,45.1,222.1034698486328,0.026309195905923843,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,40.1,0.0,0.0,,,C,338480127648054,G,G08
2762,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,10,0.0,16399,579284349779167,24,35.6,394.3979797363281,5.243932247161865,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,30.6,0.0,0.0,,,C,338480127648054,G,G10
2763,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,21,0.0,16399,579284353824873,6,48.2,-305.5059509277344,0.02780587412416935,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,43.2,0.0,0.0,,,C,338480127648054,G,G21
2764,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,27,0.0,16399,579284351819705,17,38.7,580.693359375,0.6136754155158997,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,33.7,0.0,0.0,,,C,338480127648054,G,G27
2765,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,28,0.0,16399,579284346676875,17,38.1,-466.7998962402344,0.4345000088214874,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,33.1,0.0,0.0,,,C,338480127648054,G,G28
2766,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,31,0.0,16399,579284343297522,46,30.5,-570.9761352539062,0.8240000009536743,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,25.5,0.0,0.0,,,C,338480127648054,G,G31
2767,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,32,0.0,16399,579284354329829,24,35.8,291.9880065917969,4.66555118560791,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.39,30.799999999999997,0.0,0.0,,,C,338480127648054,G,G32
2793,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,03,0.0,81935,579284346089172,10,30.4,-463.6321716308594,5.451136589050293,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,25.4,-7860.529296875,4.985010623931885,,,Q,338480127648054,G,G03
2794,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,08,0.0,81935,579284355421086,8,33.3,222.23553466796875,0.6540000438690186,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,28.299999999999997,-7860.529296875,4.985010623931885,,,Q,338480127648054,G,G08
2795,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,27,0.0,81935,579284351827535,14,27.2,581.5048217773438,1.027999997138977,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,22.2,-7860.529296875,4.985010623931885,,,Q,338480127648054,G,G27
2796,1713027266426,332484420000000,18,0.0,-1396730000006043058,-0.4475398063659668,15.847403119551018,-18.6659595253191,10.238619374592304,8,28,0.0,81935,579284346684730,11,29.9,-466.844970703125,0.8704999685287476,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,24.9,-7860.529296875,4.985010623931885,,,Q,338480127648054,G,G28
2811,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,02,0.0,16399,579285349788855,19,37.3,-467.23284912109375,3.480994701385498,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,32.3,0.0,0.0,,,C,338481122190189,G,G02
2812,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,03,0.0,16399,579285346082900,12,42.6,-466.0468444824219,0.041997574269771576,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,37.6,0.0,0.0,,,C,338481122190189,G,G03
2813,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,08,0.0,16399,579285355412493,9,45.7,220.4165802001953,0.026309195905923843,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,40.7,0.0,0.0,,,C,338481122190189,G,G08
2814,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,10,0.0,16399,579285349777824,46,30.2,391.9098205566406,0.7999999523162842,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,25.2,0.0,0.0,,,C,338481122190189,G,G10
2815,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,21,0.0,16399,579285353825899,5,50.0,-305.938720703125,0.027006641030311584,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,45.0,0.0,0.0,,,C,338481122190189,G,G21
2816,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,27,0.0,16399,579285351817800,21,36.7,578.2046508789062,9.205187797546387,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,31.700000000000003,0.0,0.0,,,C,338481122190189,G,G27
2817,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,28,0.0,16399,579285346678473,21,36.2,-467.5533447265625,5.216520309448242,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,31.200000000000003,0.0,0.0,,,C,338481122190189,G,G28
2818,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,32,0.0,16399,579285354328785,31,33.7,289.8457946777344,0.6225000023841858,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.91,28.700000000000003,0.0,0.0,,,C,338481122190189,G,G32
2844,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,03,0.0,81935,579285346090728,8,33.6,-466.0613098144531,0.8226691484451294,16,0.0,0.0,1176450050,,,,0,0.0,1,-39.02,28.6,-7860.529296875,4.985646724700928,,,Q,338481122190189,G,G03
2845,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,08,0.0,81935,579285355420337,6,35.8,220.51597595214844,0.09202034771442413,16,0.0,0.0,1176450050,,,,0,0.0,1,-39.02,30.799999999999997,-7860.529296875,4.985646724700928,,,Q,338481122190189,G,G08
2846,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,27,0.0,81935,579285351825624,8,32.7,578.5914306640625,0.8326410055160522,16,0.0,0.0,1176450050,,,,0,0.0,1,-39.02,27.700000000000003,-7860.529296875,4.985646724700928,,,Q,338481122190189,G,G27
2847,1713027267426,332485420000000,18,0.0,-1396730000006043068,-0.7218904495239258,17.167289115604945,-14.447560722352629,10.094471120018623,8,28,0.0,81935,579285346686286,7,34.1,-467.8028869628906,0.09900851547718048,16,0.0,0.0,1176450050,,,,0,0.0,1,-39.02,29.1,-7860.529296875,4.985646724700928,,,Q,338481122190189,G,G28
2861,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,02,0.0,16399,579286349790403,17,38.1,-466.628662109375,6.896366596221924,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,33.1,0.0,0.0,,,C,338482116092428,G,G02
2862,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,03,0.0,16399,579286346084439,19,37.8,-466.5423278808594,4.056375980377197,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,32.8,0.0,0.0,,,C,338482116092428,G,G03
2863,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,08,0.0,16399,579286355411760,7,47.2,219.6897735595703,0.025205491110682487,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,42.2,0.0,0.0,,,C,338482116092428,G,G08
2864,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,10,0.0,16399,579286349776437,40,31.0,392.41412353515625,0.7400000095367432,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,26.0,0.0,0.0,,,C,338482116092428,G,G10
2865,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,21,0.0,16399,579286353826919,9,45.9,-305.1470642089844,0.029309194535017014,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,40.9,0.0,0.0,,,C,338482116092428,G,G21
2866,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,27,0.0,16399,579286351815853,8,46.4,577.136474609375,0.602581262588501,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,41.4,0.0,0.0,,,C,338482116092428,G,G27
2867,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,28,0.0,16399,579286346679981,27,34.1,-469.9397277832031,0.5945000052452087,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,29.1,0.0,0.0,,,C,338482116092428,G,G28
2868,1713027268426,332486420000000,18,0.0,-1396730000006043090,-0.1087820529937744,14.785718121856917,-17.944089751867317,9.782256601678114,8,32,0.0,16399,579286354327878,11,43.3,293.7601013183594,1.741841435432434,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.79,38.3,0.0,0.0,,,C,338482116092428,G,G32
