,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,Constellation,SvName
4535,1713027302426,332520420000000,18,0.0,-1396730000006043259,-0.3636214733123779,28.81872387661133,22.11236531468725,16.572532887803533,8,27,0.0,81935,579320351757551,8,33.1,596.418212890625,7.710525989532471,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.47,28.1,-7860.13916015625,4.2631449699401855,,,Q,338516118527207,G,G27
4536,1713027302426,332520420000000,18,0.0,-1396730000006043259,-0.3636214733123779,28.81872387661133,22.11236531468725,16.572532887803533,8,28,0.0,81935,579320346740224,11,29.2,-446.2397766113281,4.730755805969238,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.47,24.2,-7860.13916015625,4.2631449699401855,,,Q,338516118527207,G,G28
4537,1713027302426,332520420000000,18,0.0,-1396730000006043259,-0.3636214733123779,28.81872387661133,22.11236531468725,16.572532887803533,8,32,0.0,81935,579320354301773,12,28.5,312.2025756835937,0.9524999856948853,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.47,23.5,-7860.13916015625,4.2631449699401855,,,Q,338516118527207,G,G32
4550,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,02,0.0,16399,579321349844614,13,41.0,-458.1503601074219,1.7510349750518799,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,36.0,0.0,0.0,,,C,338517118487414,G,G02
4551,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,03,0.0,16399,579321346138527,9,45.3,-455.1061401367188,0.610690176486969,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,40.3,0.0,0.0,,,C,338517118487414,G,G03
4552,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,08,0.0,16399,579321355385432,9,45.1,236.03106689453125,0.026309195905923843,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,40.1,0.0,0.0,,,C,338517118487414,G,G08
4553,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,10,0.0,16399,579321349729696,11,43.6,408.3663940429688,0.03669833764433861,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,38.6,0.0,0.0,,,C,338517118487414,G,G10
4554,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,21,0.0,16399,579321353862144,13,41.4,-294.9831237792969,0.032391950488090515,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,36.4,0.0,0.0,,,C,338517118487414,G,G21
4555,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,27,0.0,16399,579321351747739,11,43.4,595.132568359375,0.03369833901524544,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,38.4,0.0,0.0,,,C,338517118487414,G,G27
4556,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,28,0.0,16399,579321346733869,27,34.5,-450.2824096679688,0.5945000052452087,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,29.5,0.0,0.0,,,C,338517118487414,G,G28
4557,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,32,0.0,16399,579321354292871,11,43.4,309.11700439453125,0.029198337346315384,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.0,38.4,0.0,0.0,,,C,338517118487414,G,G32
4583,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,03,0.0,81935,579321346146358,5,37.7,-455.0207214355469,0.060045309364795685,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.13,32.7,-7860.13916015625,4.264150142669678,,,Q,338517118487414,G,G03
4584,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,08,0.0,81935,579321355393267,6,35.7,236.1272430419922,0.09202034771442413,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.13,30.700000000000003,-7860.13916015625,4.264150142669678,,,Q,338517118487414,G,G08
4585,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,10,0.0,81935,579321349737525,8,32.8,408.3470458984375,4.652061462402344,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.13,27.799999999999997,-7860.13916015625,4.264150142669678,,,Q,338517118487414,G,G10
4586,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,27,0.0,81935,579321351755561,5,37.2,595.1942749023438,3.8899660110473633,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.13,32.2,-7860.13916015625,4.264150142669678,,,Q,338517118487414,G,G27
4587,1713027303426,332521420000000,18,0.0,-1396730000006043232,-0.2733104228973388,32.29491994716227,27.918888116927494,19.503917732285156,8,28,0.0,81935,579321346741724,9,31.1,-450.0517883300781,0.7204999923706055,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.13,26.1,-7860.13916015625,4.264150142669678,,,Q,338517118487414,G,G28
4601,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,02,0.0,16399,579322349846134,13,41.4,-459.5374755859375,0.038391951471567154,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,36.4,0.0,0.0,,,C,338518127342206,G,G02
4602,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,03,0.0,16399,579322346140061,12,42.5,-456.2454223632813,1.1837595701217651,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,37.5,0.0,0.0,,,C,338518127342206,G,G03
4603,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,08,0.0,16399,579322355384640,8,46.3,234.8285369873047,0.02570025622844696,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,41.3,0.0,0.0,,,C,338518127342206,G,G08
4604,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,10,0.0,16399,579322349728320,10,44.1,406.7239990234375,0.03589910641312599,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,39.1,0.0,0.0,,,C,338518127342206,G,G10
4605,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,21,0.0,16399,579322353863135,12,42.0,-296.36944580078125,0.03149757161736488,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,37.0,0.0,0.0,,,C,338518127342206,G,G21
4606,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,27,0.0,16399,579322351745750,10,44.8,593.8143920898438,0.03289910405874252,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,39.8,0.0,0.0,,,C,338518127342206,G,G27
4607,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,28,0.0,16399,579322346735333,35,32.2,-451.8713684082031,0.684499979019165,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,27.200000000000003,0.0,0.0,,,C,338518127342206,G,G28
4608,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,32,0.0,16399,579322354291837,11,43.0,307.6072998046875,0.6000792980194092,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.04,38.0,0.0,0.0,,,C,338518127342206,G,G32
4633,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,03,0.0,81935,579322346147875,6,35.1,-456.2583923339844,3.1364567279815674,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.49,30.1,-7860.13818359375,4.265153884887695,,,Q,338518127342206,G,G03
4634,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,08,0.0,81935,579322355392486,6,35.1,234.9205780029297,0.09202034771442413,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.49,30.1,-7860.13818359375,4.265153884887695,,,Q,338518127342206,G,G08
4635,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,10,0.0,81935,579322349736166,9,31.8,407.2402648925781,3.1318085193634033,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.49,26.8,-7860.13818359375,4.265153884887695,,,Q,338518127342206,G,G10
4636,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,27,0.0,81935,579322351753584,6,35.7,593.9157104492188,0.08602035045623779,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.49,30.700000000000003,-7860.13818359375,4.265153884887695,,,Q,338518127342206,G,G27
4637,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,28,0.0,81935,579322346743229,11,29.5,-450.7034301757813,7.024208068847656,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.49,24.5,-7860.13818359375,4.265153884887695,,,Q,338518127342206,G,G28
4638,1713027304426,332522420000000,18,0.0,-1396730000006043212,-0.0785117149353027,25.886289222398773,23.31850896498149,15.495424809499522,8,32,0.0,81935,579322354299690,23,23.9,308.9662780761719,2.1125001907348633,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.49,18.9,-7860.13818359375,4.265153884887695,,,Q,338518127342206,G,G32
4655,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,02,0.0,16399,579323349847668,14,40.3,-459.8403930664063,0.03949565440416336,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,35.3,0.0,0.0,,,C,338519121641476,G,G02
4656,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,03,0.0,16399,579323346141575,14,40.8,-456.3784790039063,0.043995656073093414,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,35.8,0.0,0.0,,,C,338519121641476,G,G03
4657,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,08,0.0,16399,579323355383859,6,48.0,234.69146728515625,0.02480587549507618,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,43.0,0.0,0.0,,,C,338519121641476,G,G08
4658,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,10,0.0,16399,579323349726948,14,40.1,406.0931091308594,3.4647817611694336,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,35.1,0.0,0.0,,,C,338519121641476,G,G10
4659,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,21,0.0,16399,579323353864121,16,39.5,-296.9828796386719,3.463691234588623,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,34.5,0.0,0.0,,,C,338519121641476,G,G21
4660,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,27,0.0,16399,579323351743758,10,44.8,593.573974609375,0.03289910405874252,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,39.8,0.0,0.0,,,C,338519121641476,G,G27
4661,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,28,0.0,16399,579323346736871,35,32.0,-455.06829833984375,0.684499979019165,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,27.0,0.0,0.0,,,C,338519121641476,G,G28
4662,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,32,0.0,16399,579323354290824,9,45.2,307.22723388671875,0.02780919522047043,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.81,40.2,0.0,0.0,,,C,338519121641476,G,G32
4689,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,03,0.0,81935,579323346149401,5,38.2,-456.4544067382813,2.350566864013672,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,33.2,-7860.13818359375,4.266157627105713,,,Q,338519121641476,G,G03
4690,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,08,0.0,81935,579323355391707,5,38.4,234.6549072265625,0.0706147849559784,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,33.4,-7860.13818359375,4.266157627105713,,,Q,338519121641476,G,G08
4691,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,10,0.0,81935,579323349734812,7,34.8,406.2150268554688,0.825079619884491,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,29.799999999999997,-7860.13818359375,4.266157627105713,,,Q,338519121641476,G,G10
4692,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,27,0.0,81935,579323351751601,7,34.4,593.5750732421875,0.8709926009178162,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,29.4,-7860.13818359375,4.266157627105713,,,Q,338519121641476,G,G27
4693,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,28,0.0,81935,579323346744732,10,30.8,-452.0776977539063,0.7804999947547913,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,25.8,-7860.13818359375,4.266157627105713,,,Q,338519121641476,G,G28
4694,1713027305426,332523420000000,18,0.0,-1396730000006043196,-0.4397430419921875,24.492235752404667,18.39993718413455,14.557622533301128,8,32,0.0,81935,579323354298672,14,27.9,307.2079467773437,1.0325000286102295,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,22.9,-7860.13818359375,4.266157627105713,,,Q,338519121641476,G,G32
4711,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,02,0.0,16399,579324349849192,11,43.7,-459.8299865722656,0.03669833764433861,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,38.7,0.0,0.0,,,C,338520118977726,G,G02
4712,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,03,0.0,16399,579324346143099,10,44.0,-456.2291259765625,0.040399108082056046,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,39.0,0.0,0.0,,,C,338520118977726,G,G03
4713,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,08,0.0,16399,579324355383078,6,48.4,234.87161254882807,0.02480587549507618,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,43.4,0.0,0.0,,,C,338520118977726,G,G08
4714,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,10,0.0,16399,579324349725587,14,40.2,405.8825073242188,1.752138614654541,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,35.2,0.0,0.0,,,C,338520118977726,G,G10
4715,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,21,0.0,16399,579324353865103,11,43.1,-296.6829528808594,0.03069833666086197,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,38.1,0.0,0.0,,,C,338520118977726,G,G21
4716,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,27,0.0,16399,579324351741784,12,42.9,593.7039184570312,0.034497570246458054,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,37.9,0.0,0.0,,,C,338520118977726,G,G27
4717,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,28,0.0,16399,579324346738370,24,35.1,-455.0207214355469,0.5444999933242798,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,30.1,0.0,0.0,,,C,338520118977726,G,G28
4718,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,32,0.0,16399,579324354289793,8,46.9,307.0997314453125,0.027200255542993546,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,41.9,0.0,0.0,,,C,338520118977726,G,G32
4745,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,03,0.0,81935,579324346150925,4,39.0,-456.24127197265625,0.054974231868982315,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,34.0,-7860.13818359375,4.267160892486572,,,Q,338520118977726,G,G03
4746,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,08,0.0,81935,579324355390928,4,39.5,234.9589385986328,0.06847423315048218,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,34.5,-7860.13818359375,4.267160892486572,,,Q,338520118977726,G,G08
4747,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,10,0.0,81935,579324349733457,6,35.8,406.1201171875,1.5878818035125732,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,30.799999999999997,-7860.13818359375,4.267160892486572,,,Q,338520118977726,G,G10
4748,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,27,0.0,81935,579324351749617,6,36.4,593.6594848632812,0.07358473539352417,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,31.4,-7860.13818359375,4.267160892486572,,,Q,338520118977726,G,G27
4749,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,28,0.0,81935,579324346746243,9,31.5,-452.1327209472656,1.5683401823043823,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,26.5,-7860.13818359375,4.267160892486572,,,Q,338520118977726,G,G28
4750,1713027306426,332524420000000,18,0.0,-1396730000006043180,-0.0931692123413086,25.14890002203174,17.28273114993633,16.48702769490544,8,32,0.0,81935,579324354297635,16,26.4,307.3353576660156,1.1124999523162842,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.99,21.4,-7860.13818359375,4.267160892486572,,,Q,338520118977726,G,G32
4769,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,02,0.0,16399,579325349850738,12,42.1,-460.7261657714844,1.7501405477523804,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,37.1,0.0,0.0,,,C,338521117493924,G,G02
4770,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,03,0.0,16399,579325346144618,11,43.8,-456.46881103515625,0.04119833931326866,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,38.8,0.0,0.0,,,C,338521117493924,G,G03
4771,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,08,0.0,16399,579325355382297,7,47.2,234.2930908203125,0.025205491110682487,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,42.2,0.0,0.0,,,C,338521117493924,G,G08
4772,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,10,0.0,16399,579325349724272,11,43.5,403.8150939941406,0.03669833764433861,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,38.5,0.0,0.0,,,C,338521117493924,G,G10
4773,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,21,0.0,16399,579325353866099,10,44.2,-297.68707275390625,0.029899103567004204,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,39.2,0.0,0.0,,,C,338521117493924,G,G21
4774,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,27,0.0,16399,579325351739798,13,41.6,592.2478637695312,2.889796733856201,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,36.6,0.0,0.0,,,C,338521117493924,G,G27
4775,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,28,0.0,16399,579325346739958,19,37.7,-454.172119140625,0.060208678245544434,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,32.7,0.0,0.0,,,C,338521117493924,G,G28
4776,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,32,0.0,16399,579325354288785,10,44.0,305.3614501953125,0.02839910425245762,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,39.0,0.0,0.0,,,C,338521117493924,G,G32
4804,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,03,0.0,81935,579325346152450,7,34.4,-456.6160888671875,0.09900851547718048,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,29.4,-7860.13916015625,4.268163681030273,,,Q,338521117493924,G,G03
4805,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,08,0.0,81935,579325355390134,3,41.5,234.1652069091797,0.06523791700601578,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,36.5,-7860.13916015625,4.268163681030273,,,Q,338521117493924,G,G08
4806,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,10,0.0,81935,579325349732110,7,34.6,403.8061218261719,0.06059547886252403,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,29.6,-7860.13916015625,4.268163681030273,,,Q,338521117493924,G,G10
4807,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,27,0.0,81935,579325351747642,9,31.9,592.340087890625,5.428260803222656,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,26.9,-7860.13916015625,4.268163681030273,,,Q,338521117493924,G,G27
4808,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,28,0.0,81935,579325346747758,8,33.2,-454.9171447753906,2.3216373920440674,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,28.200000000000003,-7860.13916015625,4.268163681030273,,,Q,338521117493924,G,G28
4809,1713027307426,332525420000000,18,0.0,-1396730000006043161,-0.828070878982544,22.92459612363018,16.952074912055345,15.470903183715269,8,32,0.0,81935,579325354296652,12,28.1,305.14385986328125,0.9524999856948853,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.91,23.1,-7860.13916015625,4.268163681030273,,,Q,338521117493924,G,G32
4825,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,02,0.0,16399,579326349852262,17,38.5,-460.4751281738281,3.4710803031921387,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,33.5,0.0,0.0,,,C,338522124587360,G,G02
4826,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,03,0.0,16399,579326346146149,17,38.5,-455.7578125,0.05029437690973282,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,33.5,0.0,0.0,,,C,338522124587360,G,G03
4827,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,08,0.0,16399,579326355381509,9,45.1,234.5950164794922,0.026309195905923843,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,40.1,0.0,0.0,,,C,338522124587360,G,G08
4828,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,10,0.0,16399,579326349722900,24,35.6,403.3482971191406,4.102170467376709,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,30.6,0.0,0.0,,,C,338522124587360,G,G10
4829,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,21,0.0,16399,579326353867098,6,49.5,-297.8621520996094,0.027292080223560333,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,44.5,0.0,0.0,,,C,338522124587360,G,G21
4830,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,27,0.0,16399,579326351737846,24,35.4,592.9492797851562,3.528289318084717,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,30.4,0.0,0.0,,,C,338522124587360,G,G27
4831,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,28,0.0,16399,579326346741357,35,32.7,-458.9598083496094,0.684499979019165,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,27.700000000000003,0.0,0.0,,,C,338522124587360,G,G28
4832,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,32,0.0,16399,579326354287762,10,44.6,304.4815673828125,1.1701611280441284,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.89,39.6,0.0,0.0,,,C,338522124587360,G,G32
4860,1713027308426,332526420000000,18,0.0,-1396730000006043153,-0.6436080932617188,18.919483409263194,12.776380193532574,13.434768429234586,8,03,0.0,81935,579326346153963,8,32.6,-456.0784912109375,0.6904999613761902,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.14,27.6,-7860.13916015625,4.269165992736816,,,Q,338522124587360,G,G03
